globaleventid,eventtimedate,mentiontimedate,mentiontype,mentionsourcename,mentionidentifier,sentenceid,actor1charoffset,actor2charoffset,actioncharoffset,inrawtext,confidence,mentiondoclen,mentiondoctone,mentiondoctranslationinfo,extras
669494707,20170701011500,20170701234500,1,tvperu.gob.pe,http://www.tvperu.gob.pe/informa/politica/i-gabinete-ministerial-binacional-peru-chile-se-realizara-en-lima,5,924,-1,885,1,100,1002,0.6369426751592341,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669503253,20170701014500,20170701234500,1,latercera.com,http://www.latercera.com/noticia/oposicion-boliviana-duda-de-la-inocencia-de-los-9-funcionarios-detenidos-en-chile/,2,157,93,145,1,100,975,-7.185628742514971,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670858,20170701234500,20170701234500,1,latercera.com,http://www.latercera.com/noticia/oposicion-boliviana-duda-de-la-inocencia-de-los-9-funcionarios-detenidos-en-chile/,2,156,93,144,0,20,975,-7.185628742514971,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670859,20170701234500,20170701234500,1,latercera.com,http://www.latercera.com/noticia/litigio-por-el-silala-memoria-de-chile-tiene-seis-tomos/,5,554,636,568,0,20,1760,-1.70068027210884,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670860,20170701234500,20170701234500,1,latercera.com,http://www.latercera.com/noticia/litigio-por-el-silala-memoria-de-chile-tiene-seis-tomos/,5,554,636,568,0,20,1760,-1.70068027210884,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670861,20170701234500,20170701234500,1,latercera.com,http://www.latercera.com/noticia/litigio-por-el-silala-memoria-de-chile-tiene-seis-tomos/,5,554,620,571,1,100,1760,-1.70068027210884,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670862,20170701234500,20170701234500,1,latercera.com,http://www.latercera.com/noticia/litigio-por-el-silala-memoria-de-chile-tiene-seis-tomos/,3,100,163,150,1,100,1760,-1.70068027210884,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669477470,20170701000000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=KJsCvHa793490752395aKJsCvH,11,1027,1069,1062,0,20,3480,-2.48091603053435,srclc:ara;eng:GT-ARA 1.0,
669477471,20170701000000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=KJsCvHa793490752395aKJsCvH,11,1027,1069,1062,1,80,3480,-2.48091603053435,srclc:ara;eng:GT-ARA 1.0,
669670863,20170701234500,20170701234500,1,liga.net,http://file.liga.net/holiday/118551-den_potseluev.html,1,581,589,599,1,100,3267,9.20245398773009,srclc:rus;eng:GT-RUS 1.0,
669670864,20170701234500,20170701234500,1,rt.com,https://russian.rt.com/ussr/article/404965-italiya-ukraina-donbass-ubistvo,44,6598,6608,6622,0,20,7007,-4.42477876106195,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669670865,20170701234500,20170701234500,1,rt.com,https://russian.rt.com/ussr/article/404965-italiya-ukraina-donbass-ubistvo,44,6598,6608,6622,1,80,7007,-4.42477876106195,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669670866,20170701234500,20170701234500,1,china.org.cn,http://arabic.china.org.cn/txt/2017-07/02/content_41135845.htm,2,119,91,127,1,100,1515,2.83018867924529,srclc:ara;eng:GT-ARA 1.0,
669620723,20170701163000,20170701234500,1,news1.kr,http://news1.kr/articles/?3035987,2,509,-1,557,1,100,2573,-0.24509803921569,srclc:kor;eng:GT-KOR 1.0,
669670867,20170701234500,20170701234500,1,observador.pt,http://observador.pt/especiais/o-jornalista-que-passou-cinco-anos-a-procura-da-biblia-mais-antiga-do-mundo/,7,3995,3971,3954,1,100,42271,-0.38276155372838,srclc:por;eng:GT-POR 1.0,
669539861,20170701060000,20170701234500,1,taringa.net,http://www.taringa.net/posts/info/19935774/Los-catolicos-adoran-a-la-Virgen-Maria.html,2,182,-1,243,1,100,7521,-0.07235890014472,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669644734,20170701194500,20170701234500,1,thunertagblatt.ch,http://www.thunertagblatt.ch/ausland/europa/Beruehrendes-und-Persoenliches-praegen-Trauerfeierlichkeiten/story/12468706,5,5199,5310,5188,1,60,6804,0.18248175182482002,srclc:deu;eng:GT-DEU 1.0,
669670868,20170701234500,20170701234500,1,lapagina.com.sv,http://www.lapagina.com.sv/internacionales/129655/2017/07/01/Papa-Francisco-cambia-al-encargado-de-la-doctrina-del-Vaticano-,2,43,99,131,1,80,2177,-5.35211267605634,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669639436,20170701190000,20170701234500,1,africatime.com,http://fr.africatime.com/db/la-rdc-declare-la-fin-de-lepidemie-debola,2,571,-1,604,0,20,1589,-6.89655172413793,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669639437,20170701190000,20170701234500,1,africatime.com,http://fr.africatime.com/db/la-rdc-declare-la-fin-de-lepidemie-debola,2,590,-1,622,0,40,1589,-6.89655172413793,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669494925,20170701011500,20170701234500,1,elespectador.com,http://www.elespectador.com/noticias/bogota/docentes-de-bogota-podrian-volver-paro-si-no-se-resuelve-lio-con-la-reposicion-de-clases-articulo-701040,2,113,-1,126,1,100,2563,2.09302325581396,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670869,20170701234500,20170701234500,1,lahora.com.ec,https://lahora.com.ec/noticia/1102080900/apagon-en-panama-en-medio-de-discurso-a-la-nacion-de-presidente-varela,5,1511,-1,1502,0,20,2831,-4.53563714902808,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669482595,20170701001500,20170701234500,1,lahora.com.ec,https://lahora.com.ec/noticia/1102080900/apagon-en-panama-en-medio-de-discurso-a-la-nacion-de-presidente-varela,5,1511,-1,1502,1,80,2831,-4.53563714902808,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669482595,20170701001500,20170701234500,1,lahora.com.ec,https://lahora.com.ec/noticia/1102080882/se-registran-19-muertos-tras-noche-de-violencia-en-norte-de-mexico,11,1489,-1,1480,1,100,2936,-5.660377358490571,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669643576,20170701193000,20170701234500,1,portafolio.co,http://www.portafolio.co/economia/gobierno/santos-exhorta-a-maduro-a-dialogar-con-la-oposicion-para-salir-de-la-crisis-507324,9,1546,1661,1584,0,20,2064,-5.135951661631419,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669643577,20170701193000,20170701234500,1,portafolio.co,http://www.portafolio.co/economia/gobierno/santos-exhorta-a-maduro-a-dialogar-con-la-oposicion-para-salir-de-la-crisis-507324,9,1546,1661,1584,0,20,2064,-5.135951661631419,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669643581,20170701193000,20170701234500,1,portafolio.co,http://www.portafolio.co/economia/gobierno/santos-exhorta-a-maduro-a-dialogar-con-la-oposicion-para-salir-de-la-crisis-507324,9,1546,-1,1566,1,60,2064,-5.135951661631419,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669643583,20170701193000,20170701234500,1,portafolio.co,http://www.portafolio.co/economia/gobierno/santos-exhorta-a-maduro-a-dialogar-con-la-oposicion-para-salir-de-la-crisis-507324,9,1546,1639,1606,0,20,2064,-5.135951661631419,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669643584,20170701193000,20170701234500,1,portafolio.co,http://www.portafolio.co/economia/gobierno/santos-exhorta-a-maduro-a-dialogar-con-la-oposicion-para-salir-de-la-crisis-507324,9,1546,1640,1607,1,40,2064,-5.135951661631419,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669472861,20170701000000,20170701234500,1,elheraldodechihuahua.com.mx,https://www.elheraldodechihuahua.com.mx/republica/justicia-republica/657012-detienen-en-la-mixteca-a-16-huachicoleros,1,623,-1,657,1,100,1656,-1.42857142857143,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670870,20170701234500,20170701234500,1,rt.com,https://russian.rt.com/world/news/404970-erdogan-oppoziciya-terroristy,4,464,-1,475,1,100,1157,-1.02564102564103,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669571599,20170701110000,20170701234500,1,dominio.fm,http://dominio.fm/reportan-28-heridos-en-tiroteo-en-arkansas/,5,700,-1,707,1,100,1935,-5.65476190476191,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669477085,20170701000000,20170701234500,1,globo.com,http://g1.globo.com/mato-grosso-do-sul/noticia/tj-nega-liminar-em-pedido-de-habeas-corpus-de-acusado-de-matar-seguranca-de-boate-em-ms.ghtml,9,1288,-1,1295,1,100,2381,-10.1333333333333,srclc:por;eng:GT-POR 1.0,
669479819,20170701001500,20170701234500,1,latercera.com,http://mouse.latercera.com/true-detective-volveria-con-mahershala-ali-la-cabeza/,6,768,-1,795,1,100,1128,2.45098039215686,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669477515,20170701000000,20170701234500,1,fasopresse.net,http://www.fasopresse.net/societe/5809-a-70-ans-elles-ecopent-de-deux-mois-de-prison-ferme?5e90491fecb379c63acce1d6f2f74023=a2386a947a08e9cfb45ee80e1de47279,1,52,-1,30,1,100,3286,-5.11363636363637,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669477516,20170701000000,20170701234500,1,elheraldodechihuahua.com.mx,https://www.elheraldodechihuahua.com.mx/republica/justicia-republica/657012-detienen-en-la-mixteca-a-16-huachicoleros,1,623,-1,630,1,100,1656,-1.42857142857143,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669479824,20170701001500,20170701234500,1,peru21.pe,http://peru21.pe/actualidad/policia-recupero-149-vehiculos-robados-2287834,4,237,-1,244,1,100,1328,-5.58139534883721,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669582256,20170701114500,20170701234500,1,rt.com,https://russian.rt.com/ussr/article/404965-italiya-ukraina-donbass-ubistvo,16,2390,-1,2405,1,100,7007,-4.42477876106195,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669663616,20170701224500,20170701234500,1,dominio.fm,http://dominio.fm/reportan-28-heridos-en-tiroteo-en-arkansas/,8,1291,-1,1282,1,40,1935,-5.65476190476191,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669472901,20170701000000,20170701234500,1,okezone.com,http://news.okezone.com/read/2017/07/01/18/1726657/perkelahian-terjadi-di-tempat-umum-di-inggris-1-tewas-dan-3-terluka,4,1115,-1,1136,1,100,1278,-18.2291666666667,srclc:ind;eng:GT-IND 1.0,
669670871,20170701234500,20170701234500,1,agi.it,http://www.agi.it/spettacolo/2017/07/01/news/vasco_rossi_modena_concerto-1921792/,6,2077,-1,2093,1,100,3215,0.9191176470588199,srclc:ita;eng:GT-ITA 1.0,
669670872,20170701234500,20170701234500,1,infobae.com,http://www.infobae.com/america/mundo/2017/07/01/israel-volvio-a-bombardear-posiciones-del-ejercito-sirio-tras-la-caida-de-otro-proyectil-en-el-golan/,4,568,-1,588,1,100,1084,-4.81283422459893,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669576937,20170701114500,20170701234500,1,lactualite.com,http://lactualite.com/actualites/2017/07/01/manifestation-de-la-clac-le-spvm-nacceptera-aucun-acte-de-vandalisme/,4,782,-1,809,1,100,1915,-4.04984423676012,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669670873,20170701234500,20170701234500,1,razon.com.mx,http://www.razon.com.mx/spip.php?article352529,4,906,-1,913,1,100,2270,-1.8324607329842901,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669595470,20170701131500,20170701234500,1,amarujala.com,http://www.amarujala.com/dehradun/crime/husband-killed-his-wife-in-nainital,2,555,-1,562,0,40,924,-4.7337278106508895,srclc:hin;eng:GT-HIN 1.0,
669670874,20170701234500,20170701234500,1,lematin.ch,http://www.lematin.ch/suisse/La-police-interdit-un-concert-d-extreme-droite/story/17697405,5,574,-1,594,1,100,1350,-4.62962962962963,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669471793,20170701000000,20170701234500,1,elheraldodechihuahua.com.mx,https://www.elheraldodechihuahua.com.mx/republica/justicia-republica/657012-detienen-en-la-mixteca-a-16-huachicoleros,2,888,-1,895,1,100,1656,-1.42857142857143,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670875,20170701234500,20170701234500,1,clarin.com,https://www.clarin.com/policiales/condenan-violaciones-satiro-can-can_0_r1CN3qH4W.html,19,3647,-1,3625,1,100,3784,-9.90712074303406,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670876,20170701234500,20170701234500,1,rt.com,https://russian.rt.com/ussr/article/404965-italiya-ukraina-donbass-ubistvo,24,3687,-1,3665,1,100,7007,-4.42477876106195,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669670877,20170701234500,20170701234500,1,rt.com,https://russian.rt.com/world/news/404970-erdogan-oppoziciya-terroristy,4,464,-1,442,1,100,1157,-1.02564102564103,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669479841,20170701001500,20170701234500,1,expressen.se,http://www.expressen.se/nyheter/tre-nya-amalningar-om-sexuellt-ofredande-under-bravalla/,3,517,-1,570,1,100,1699,-3.23886639676113,srclc:swe;eng:GT-SWE 1.0,
669477536,20170701000000,20170701234500,1,globo.com,http://g1.globo.com/mg/sul-de-minas/noticia/jovem-encontrada-com-sinais-de-violencia-em-rio-e-enterrada-em-serrania-mg.ghtml,3,181,-1,215,1,100,2264,-6.266318537859,srclc:por;eng:GT-POR 1.0,
669477536,20170701000000,20170701234500,1,razon.com.mx,http://www.razon.com.mx/spip.php?article352527,2,540,-1,547,1,100,1348,-2.7272727272727204,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669477536,20170701000000,20170701234500,1,diariopopular.com.ar,https://www.diariopopular.com.ar/policiales/detuvieron-la-madre-uno-los-lideres-los-monos-n313437,9,1216,-1,1236,1,100,1906,-6.0790273556231,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670878,20170701234500,20170701234500,1,almadapaper.net,http://www.almadapaper.net/ar/news/532175/%D8%A7%D9%84%D8%A8%D9%8A%D8%B4%D9%85%D8%B1%D9%83%D8%A9-%D8%AA%D8%AD%D9%81%D8%B1-%D8%AE%D9%86%D8%AF%D9%82%D8%A7-%D9%84%D9%85%D9%86%D8%B9-%D8%AA%D8%B3%D9%84%D9%84-%D8%AF%D8%A7%D8%B9%D8%B4-%D8%A7%D9%84%D9%89-,6,1097,-1,1126,1,60,6814,-5.882352941176469,srclc:ara;eng:GT-ARA 1.0,
669670879,20170701234500,20170701234500,1,sana.sy,http://www.sana.sy/?p=581950,2,65,-1,90,1,100,829,-7.35294117647059,srclc:ara;eng:GT-ARA 1.0,
669530727,20170701044500,20170701234500,1,jmonline.com.br,"http://www.jmonline.com.br/novo/./?noticias,5,pol%CDcia,142045",1,760,-1,835,1,100,5040,-6.6761363636363695,srclc:por;eng:GT-POR 1.0,
669472946,20170701000000,20170701234500,1,helmstedter-nachrichten.de,http://www.helmstedter-nachrichten.de/panorama/article211097837/28-Verletzte-bei-Schiesserei-in-US-Nachtclub.html,4,479,-1,502,1,100,608,-8.823529411764712,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669472946,20170701000000,20170701234500,1,peiner-nachrichten.de,http://www.peiner-nachrichten.de/panorama/article211097837/28-Verletzte-bei-Schiesserei-in-US-Nachtclub.html,4,479,-1,502,1,100,608,-8.823529411764712,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669472946,20170701000000,20170701234500,1,rnz.de,"https://www.rnz.de/politik/newsticker-dpa_artikel,-Schlaglichter-28-Verletzte-bei-Schiesserei-in-US-Nachtclub-_arid,286276.html",3,442,-1,465,1,100,569,-7.36842105263158,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669472946,20170701000000,20170701234500,1,wolfsburger-nachrichten.de,http://www.wolfsburger-nachrichten.de/panorama/article211097837/28-Verletzte-bei-Schiesserei-in-US-Nachtclub.html,4,479,-1,502,1,100,608,-8.823529411764712,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669472946,20170701000000,20170701234500,1,braunschweiger-zeitung.de,http://www.braunschweiger-zeitung.de/panorama/article211097837/28-Verletzte-bei-Schiesserei-in-US-Nachtclub.html,4,479,-1,502,1,100,608,-8.823529411764712,srclc:deu;eng:Moses 2.1.1 / MosesCore Europarl de-en / GT-DEU 1.0,
669592942,20170701130000,20170701234500,1,intoleranciadiario.com,http://intoleranciadiario.com/detalle_noticia/157066/nacional/enfrentamiento-armado-en-sinaloa-deja-19-muertos-y-5-heridos,7,842,-1,818,1,100,3400,-8.8339222614841,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669592942,20170701130000,20170701234500,1,infobae.com,http://www.infobae.com/america/mexico/2017/07/01/narcoviolencia-en-mexico-19-muertos-en-un-enfrentamiento-entre-sicarios-y-fuerzas-de-seguridad-en-sinaloa/,3,-1,-1,-1,0,80,2217,-8.991825613079019,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669571622,20170701110000,20170701234500,1,dominio.fm,http://dominio.fm/reportan-28-heridos-en-tiroteo-en-arkansas/,5,700,-1,867,1,100,1935,-5.65476190476191,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670880,20170701234500,20170701234500,1,lahora.com.ec,https://lahora.com.ec/noticia/1102080882/se-registran-19-muertos-tras-noche-de-violencia-en-norte-de-mexico,2,329,-1,314,0,80,2936,-5.660377358490571,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669616156,20170701154500,20170701234500,1,razon.com.mx,http://www.razon.com.mx/spip.php?article352521,4,873,902,932,1,100,2916,2.77777777777778,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669616157,20170701154500,20170701234500,1,razon.com.mx,http://www.razon.com.mx/spip.php?article352521,4,873,902,892,1,100,2916,2.77777777777778,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669664494,20170701230000,20170701234500,1,razon.com.mx,http://www.razon.com.mx/spip.php?article352521,4,873,902,920,1,100,2916,2.77777777777778,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670881,20170701234500,20170701234500,1,lematin.ch,http://www.lematin.ch/suisse/La-police-interdit-un-concert-d-extreme-droite/story/17697405,1,25,60,32,1,100,1350,-4.62962962962963,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669670882,20170701234500,20170701234500,1,lematin.ch,http://www.lematin.ch/suisse/La-police-interdit-un-concert-d-extreme-droite/story/17697405,2,92,127,99,0,40,1350,-4.62962962962963,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669670883,20170701234500,20170701234500,1,lematin.ch,http://www.lematin.ch/suisse/La-police-interdit-un-concert-d-extreme-droite/story/17697405,2,92,127,99,1,60,1350,-4.62962962962963,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669565720,20170701093000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=KTnj6da793590686460aKTnj6d,1,268,284,275,1,100,1301,-1.6304347826087,srclc:ara;eng:GT-ARA 1.0,
669565724,20170701093000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=KTnj6da793590686460aKTnj6d,2,561,622,581,1,100,1301,-1.6304347826087,srclc:ara;eng:GT-ARA 1.0,
669664496,20170701230000,20170701234500,1,razon.com.mx,http://www.razon.com.mx/spip.php?article352521,2,355,545,508,1,100,2916,2.77777777777778,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669664497,20170701230000,20170701234500,1,razon.com.mx,http://www.razon.com.mx/spip.php?article352521,2,355,462,401,0,20,2916,2.77777777777778,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669530736,20170701044500,20170701234500,1,razon.com.mx,http://www.razon.com.mx/spip.php?article352521,2,355,462,401,1,80,2916,2.77777777777778,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669664498,20170701230000,20170701234500,1,razon.com.mx,http://www.razon.com.mx/spip.php?article352521,2,355,462,420,1,100,2916,2.77777777777778,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669472971,20170701000000,20170701234500,1,almasryalyoum.com,http://www.almasryalyoum.com/news/details/1156186,4,940,983,955,1,100,1419,-10.697674418604599,srclc:ara;eng:GT-ARA 1.0,
669487613,20170701010000,20170701234500,1,almasryalyoum.com,http://www.almasryalyoum.com/news/details/1156186,5,1068,1084,1075,1,80,1419,-10.697674418604599,srclc:ara;eng:GT-ARA 1.0,
669604155,20170701141500,20170701234500,1,almasryalyoum.com,http://www.almasryalyoum.com/news/details/1156186,5,1068,1084,1075,0,20,1419,-10.697674418604599,srclc:ara;eng:GT-ARA 1.0,
669624811,20170701164500,20170701234500,1,lapagina.com.sv,http://www.lapagina.com.sv/internacionales/129655/2017/07/01/Papa-Francisco-cambia-al-encargado-de-la-doctrina-del-Vaticano-,8,1678,1722,1699,1,100,2177,-5.35211267605634,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669670884,20170701234500,20170701234500,1,amarujala.com,http://www.amarujala.com/dehradun/crime/husband-killed-his-wife-in-nainital,2,555,694,562,1,60,924,-4.7337278106508895,srclc:hin;eng:GT-HIN 1.0,
669670885,20170701234500,20170701234500,1,almadapaper.net,http://www.almadapaper.net/ar/news/532175/%D8%A7%D9%84%D8%A8%D9%8A%D8%B4%D9%85%D8%B1%D9%83%D8%A9-%D8%AA%D8%AD%D9%81%D8%B1-%D8%AE%D9%86%D8%AF%D9%82%D8%A7-%D9%84%D9%85%D9%86%D8%B9-%D8%AA%D8%B3%D9%84%D9%84-%D8%AF%D8%A7%D8%B9%D8%B4-%D8%A7%D9%84%D9%89-,6,1097,1143,1126,0,40,6814,-5.882352941176469,srclc:ara;eng:GT-ARA 1.0,
